CustomerID,SignupDate,ContractType,PaymentMethod,Age
CUST-02673,2023-04-22 08:00:00,One year,Credit Card,61
CUST-02674,2023-04-22 09:00:00,Month-to-month,Electronic Check,75
CUST-02675,2023-04-22 10:00:00,Two year,Credit Card,73
CUST-02676,2023-04-22 11:00:00,Month-to-month,,55
CUST-02677,2023-04-22 12:00:00,Month-to-month,Credit Card,23
CUST-02678,2023-04-22 13:00:00,Month-to-month,Electronic Check,61
CUST-02679,2023-04-22 14:00:00,Month-to-month,Mailed Check,42
CUST-02680,2023-04-22 15:00:00,Month-to-month,Credit Card,32
CUST-02681,2023-04-22 16:00:00,Month-to-month,Credit Card,21
CUST-02682,2023-04-22 17:00:00,Two year,Bank Transfer,73
CUST-02683,2023-04-22 18:00:00,Month-to-month,Electronic Check,21
CUST-02684,2023-04-22 19:00:00,Month-to-month,Credit Card,47
CUST-02685,2023-04-22 20:00:00,Month-to-month,Bank Transfer,51
CUST-02686,2023-04-22 21:00:00,Month-to-month,Mailed Check,44
CUST-02687,2023-04-22 22:00:00,Month-to-month,Bank Transfer,48
CUST-02688,2023-04-22 23:00:00,Month-to-month,Bank Transfer,73
CUST-02689,2023-04-23 00:00:00,Month-to-month,Credit Card,49
CUST-02690,2023-04-23 01:00:00,Month-to-month,Credit Card,61
CUST-02691,2023-04-23 02:00:00,Month-to-month,Credit Card,56
CUST-02692,2023-04-23 03:00:00,Month-to-month,Bank Transfer,69
CUST-02693,2023-04-23 04:00:00,Month-to-month,,26
CUST-02694,2023-04-23 05:00:00,Month-to-month,Electronic Check,58
CUST-02695,2023-04-23 06:00:00,Two year,Bank Transfer,25
CUST-02696,2023-04-23 07:00:00,Month-to-month,Credit Card,31
CUST-02697,2023-04-23 08:00:00,One year,Electronic Check,50
CUST-02698,2023-04-23 09:00:00,Month-to-month,Mailed Check,40
CUST-02699,2023-04-23 10:00:00,One year,Electronic Check,38
CUST-02700,2023-04-23 11:00:00,One year,Credit Card,72
CUST-02701,2023-04-23 12:00:00,Month-to-month,,29
CUST-02702,2023-04-23 13:00:00,Two year,Bank Transfer,74
CUST-02703,2023-04-23 14:00:00,Month-to-month,Credit Card,19
CUST-02704,2023-04-23 15:00:00,Month-to-month,Bank Transfer,30
CUST-02705,2023-04-23 16:00:00,One year,Credit Card,79
CUST-02706,2023-04-23 17:00:00,Two year,Bank Transfer,76
CUST-02707,2023-04-23 18:00:00,Month-to-month,Bank Transfer,21
CUST-02708,2023-04-23 19:00:00,Month-to-month,Bank Transfer,37
CUST-02709,2023-04-23 20:00:00,Month-to-month,Mailed Check,67
CUST-02710,2023-04-23 21:00:00,Month-to-month,Mailed Check,68
CUST-02711,2023-04-23 22:00:00,One year,Credit Card,65
CUST-02712,2023-04-23 23:00:00,Month-to-month,Mailed Check,76
CUST-02713,2023-04-24 00:00:00,Month-to-month,Credit Card,31
CUST-02714,2023-04-24 01:00:00,Month-to-month,Electronic Check,47
CUST-02715,2023-04-24 02:00:00,Month-to-month,Electronic Check,46
CUST-02716,2023-04-24 03:00:00,Month-to-month,Mailed Check,25
CUST-02717,2023-04-24 04:00:00,One year,Electronic Check,29
CUST-02718,2023-04-24 05:00:00,Two year,Electronic Check,58
CUST-02719,2023-04-24 06:00:00,Two year,Bank Transfer,55
CUST-02720,2023-04-24 07:00:00,Month-to-month,Bank Transfer,43
CUST-02721,2023-04-24 08:00:00,Two year,Credit Card,67
CUST-02722,2023-04-24 09:00:00,One year,Electronic Check,19
CUST-02723,2023-04-24 10:00:00,One year,Credit Card,72
CUST-02724,2023-04-24 11:00:00,Month-to-month,Credit Card,57
CUST-02725,2023-04-24 12:00:00,Month-to-month,Electronic Check,73
CUST-02726,2023-04-24 13:00:00,Month-to-month,Mailed Check,31
CUST-02727,2023-04-24 14:00:00,Month-to-month,Electronic Check,23
CUST-02728,2023-04-24 15:00:00,Month-to-month,Bank Transfer,59
CUST-02729,2023-04-24 16:00:00,Month-to-month,Electronic Check,57
CUST-02730,2023-04-24 17:00:00,Month-to-month,Mailed Check,79
CUST-02731,2023-04-24 18:00:00,One year,Credit Card,48
CUST-02732,2023-04-24 19:00:00,Month-to-month,Credit Card,34
CUST-02733,2023-04-24 20:00:00,Month-to-month,Bank Transfer,42
CUST-02734,2023-04-24 21:00:00,Two year,Bank Transfer,78
CUST-02735,2023-04-24 22:00:00,Two year,Bank Transfer,49
CUST-02736,2023-04-24 23:00:00,One year,Credit Card,29
CUST-02737,2023-04-25 00:00:00,Two year,Bank Transfer,66
CUST-02738,2023-04-25 01:00:00,Month-to-month,Electronic Check,30
CUST-02739,2023-04-25 02:00:00,Two year,Credit Card,36
CUST-02740,2023-04-25 03:00:00,Month-to-month,Mailed Check,61
CUST-02741,2023-04-25 04:00:00,Month-to-month,Credit Card,65
CUST-02742,2023-04-25 05:00:00,Month-to-month,Electronic Check,42
CUST-02743,2023-04-25 06:00:00,Month-to-month,Electronic Check,48
CUST-02744,2023-04-25 07:00:00,Month-to-month,Bank Transfer,76
CUST-02745,2023-04-25 08:00:00,One year,Credit Card,54
CUST-02746,2023-04-25 09:00:00,One year,Credit Card,42
CUST-02747,2023-04-25 10:00:00,Month-to-month,Credit Card,33
CUST-02748,2023-04-25 11:00:00,Month-to-month,Mailed Check,74
CUST-02749,2023-04-25 12:00:00,Two year,Bank Transfer,55
CUST-02750,2023-04-25 13:00:00,One year,Electronic Check,60
CUST-02751,2023-04-25 14:00:00,Month-to-month,Electronic Check,66
CUST-02752,2023-04-25 15:00:00,One year,Bank Transfer,75
CUST-02753,2023-04-25 16:00:00,Month-to-month,Electronic Check,40
CUST-02754,2023-04-25 17:00:00,Month-to-month,Electronic Check,31
CUST-02755,2023-04-25 18:00:00,Two year,Bank Transfer,23
CUST-02756,2023-04-25 19:00:00,Month-to-month,Electronic Check,42
CUST-02757,2023-04-25 20:00:00,Month-to-month,Credit Card,40
CUST-02758,2023-04-25 21:00:00,Two year,Mailed Check,79
CUST-02759,2023-04-25 22:00:00,One year,Bank Transfer,77
CUST-02760,2023-04-25 23:00:00,Month-to-month,Mailed Check,60
CUST-02761,2023-04-26 00:00:00,Month-to-month,Electronic Check,29
CUST-02762,2023-04-26 01:00:00,Month-to-month,Electronic Check,30
CUST-02763,2023-04-26 02:00:00,One year,Credit Card,53
CUST-02764,2023-04-26 03:00:00,Month-to-month,Bank Transfer,56
CUST-02765,2023-04-26 04:00:00,Month-to-month,Electronic Check,51
CUST-02766,2023-04-26 05:00:00,Two year,Bank Transfer,23
CUST-02767,2023-04-26 06:00:00,Month-to-month,Bank Transfer,55
CUST-02768,2023-04-26 07:00:00,Month-to-month,Bank Transfer,67
CUST-02769,2023-04-26 08:00:00,Month-to-month,Bank Transfer,79
CUST-02770,2023-04-26 09:00:00,One year,Bank Transfer,69
CUST-02771,2023-04-26 10:00:00,Month-to-month,Mailed Check,57
CUST-02772,2023-04-26 11:00:00,Month-to-month,Credit Card,25
CUST-02773,2023-04-26 12:00:00,Two year,Bank Transfer,78
CUST-02774,2023-04-26 13:00:00,Month-to-month,Mailed Check,25
CUST-02775,2023-04-26 14:00:00,Month-to-month,Electronic Check,57
CUST-02776,2023-04-26 15:00:00,Month-to-month,Bank Transfer,50
CUST-02777,2023-04-26 16:00:00,Month-to-month,Electronic Check,51
CUST-02778,2023-04-26 17:00:00,Month-to-month,Bank Transfer,61
CUST-02779,2023-04-26 18:00:00,Month-to-month,Mailed Check,32
CUST-02780,2023-04-26 19:00:00,Month-to-month,Mailed Check,53
CUST-02781,2023-04-26 20:00:00,Month-to-month,Mailed Check,77
CUST-02782,2023-04-26 21:00:00,Two year,Credit Card,74
CUST-02783,2023-04-26 22:00:00,Two year,Electronic Check,52
CUST-02784,2023-04-26 23:00:00,One year,Credit Card,63
CUST-02785,2023-04-27 00:00:00,Two year,Bank Transfer,39
CUST-02786,2023-04-27 01:00:00,Month-to-month,Electronic Check,40
CUST-02787,2023-04-27 02:00:00,Two year,Mailed Check,57
CUST-02788,2023-04-27 03:00:00,Month-to-month,Electronic Check,62
CUST-02789,2023-04-27 04:00:00,Two year,Mailed Check,72
CUST-02790,2023-04-27 05:00:00,Two year,Credit Card,68
CUST-02791,2023-04-27 06:00:00,One year,Credit Card,39
CUST-02792,2023-04-27 07:00:00,Two year,Mailed Check,22
CUST-02793,2023-04-27 08:00:00,Month-to-month,Mailed Check,48
CUST-02794,2023-04-27 09:00:00,Month-to-month,Bank Transfer,30
CUST-02795,2023-04-27 10:00:00,Month-to-month,Credit Card,45
CUST-02796,2023-04-27 11:00:00,Month-to-month,Credit Card,75
CUST-02797,2023-04-27 12:00:00,Month-to-month,Bank Transfer,37
CUST-02798,2023-04-27 13:00:00,One year,Credit Card,50
CUST-02799,2023-04-27 14:00:00,Two year,Mailed Check,33
CUST-02800,2023-04-27 15:00:00,Month-to-month,Electronic Check,79
CUST-02801,2023-04-27 16:00:00,One year,Electronic Check,46
CUST-02802,2023-04-27 17:00:00,Two year,,40
CUST-02803,2023-04-27 18:00:00,Two year,Bank Transfer,41
CUST-02804,2023-04-27 19:00:00,Two year,Mailed Check,51
CUST-02805,2023-04-27 20:00:00,Month-to-month,Electronic Check,24
CUST-02806,2023-04-27 21:00:00,Two year,Mailed Check,55
CUST-02807,2023-04-27 22:00:00,One year,Credit Card,54
CUST-02808,2023-04-27 23:00:00,Month-to-month,Credit Card,78
CUST-02809,2023-04-28 00:00:00,Month-to-month,Electronic Check,21
CUST-02810,2023-04-28 01:00:00,One year,Credit Card,51
CUST-02811,2023-04-28 02:00:00,Month-to-month,Bank Transfer,59
CUST-02812,2023-04-28 03:00:00,One year,Credit Card,39
CUST-02813,2023-04-28 04:00:00,One year,Credit Card,22
CUST-02814,2023-04-28 05:00:00,Month-to-month,,67
CUST-02815,2023-04-28 06:00:00,Month-to-month,Mailed Check,59
CUST-02816,2023-04-28 07:00:00,One year,Mailed Check,40
CUST-02817,2023-04-28 08:00:00,Month-to-month,Electronic Check,71
CUST-02818,2023-04-28 09:00:00,Month-to-month,Electronic Check,77
CUST-02819,2023-04-28 10:00:00,Month-to-month,Electronic Check,32
CUST-02820,2023-04-28 11:00:00,Month-to-month,Credit Card,48
CUST-02821,2023-04-28 12:00:00,Two year,Mailed Check,76
CUST-02822,2023-04-28 13:00:00,Month-to-month,Bank Transfer,26
CUST-02823,2023-04-28 14:00:00,One year,Credit Card,60
CUST-02824,2023-04-28 15:00:00,Month-to-month,Credit Card,75
CUST-02825,2023-04-28 16:00:00,Month-to-month,Credit Card,70
CUST-02826,2023-04-28 17:00:00,Two year,Bank Transfer,42
CUST-02827,2023-04-28 18:00:00,One year,Electronic Check,42
CUST-02828,2023-04-28 19:00:00,Month-to-month,Bank Transfer,78
CUST-02829,2023-04-28 20:00:00,Month-to-month,,66
CUST-02830,2023-04-28 21:00:00,Month-to-month,Bank Transfer,38
CUST-02831,2023-04-28 22:00:00,Month-to-month,Mailed Check,26
CUST-02832,2023-04-28 23:00:00,One year,Credit Card,72
CUST-02833,2023-04-29 00:00:00,Month-to-month,Credit Card,65
CUST-02834,2023-04-29 01:00:00,Month-to-month,Credit Card,55
CUST-02835,2023-04-29 02:00:00,Month-to-month,Electronic Check,39
CUST-02836,2023-04-29 03:00:00,Two year,Bank Transfer,60
CUST-02837,2023-04-29 04:00:00,Two year,Mailed Check,40
CUST-02838,2023-04-29 05:00:00,Month-to-month,Bank Transfer,66
CUST-02839,2023-04-29 06:00:00,One year,Credit Card,21
CUST-02840,2023-04-29 07:00:00,Month-to-month,Mailed Check,46
CUST-02841,2023-04-29 08:00:00,Month-to-month,Mailed Check,32
CUST-02842,2023-04-29 09:00:00,One year,Credit Card,18
CUST-02843,2023-04-29 10:00:00,Two year,Bank Transfer,71
CUST-02844,2023-04-29 11:00:00,Two year,Credit Card,47
CUST-02845,2023-04-29 12:00:00,Month-to-month,Bank Transfer,46
CUST-02846,2023-04-29 13:00:00,Month-to-month,Mailed Check,37
CUST-02847,2023-04-29 14:00:00,One year,Mailed Check,50
CUST-02848,2023-04-29 15:00:00,Month-to-month,Credit Card,58
CUST-02849,2023-04-29 16:00:00,Month-to-month,Mailed Check,61
CUST-02850,2023-04-29 17:00:00,Month-to-month,Electronic Check,53
CUST-02851,2023-04-29 18:00:00,One year,Mailed Check,77
CUST-02852,2023-04-29 19:00:00,Month-to-month,Electronic Check,39
CUST-02853,2023-04-29 20:00:00,Month-to-month,Mailed Check,30
CUST-02854,2023-04-29 21:00:00,Two year,Credit Card,24
CUST-02855,2023-04-29 22:00:00,Month-to-month,Credit Card,25
CUST-02856,2023-04-29 23:00:00,Month-to-month,Electronic Check,45
CUST-02857,2023-04-30 00:00:00,Month-to-month,Credit Card,62
CUST-02858,2023-04-30 01:00:00,Month-to-month,Mailed Check,60
CUST-02859,2023-04-30 02:00:00,Month-to-month,Mailed Check,26
CUST-02860,2023-04-30 03:00:00,Month-to-month,Credit Card,42
CUST-02861,2023-04-30 04:00:00,Two year,Mailed Check,73
CUST-02862,2023-04-30 05:00:00,Month-to-month,Bank Transfer,33
CUST-02863,2023-04-30 06:00:00,Two year,Bank Transfer,27
CUST-02864,2023-04-30 07:00:00,Month-to-month,Mailed Check,28
CUST-02865,2023-04-30 08:00:00,Month-to-month,Credit Card,48
CUST-02866,2023-04-30 09:00:00,Month-to-month,Electronic Check,29
CUST-02867,2023-04-30 10:00:00,Month-to-month,Credit Card,77
CUST-02868,2023-04-30 11:00:00,One year,Electronic Check,48
CUST-02869,2023-04-30 12:00:00,Month-to-month,Credit Card,31
CUST-02870,2023-04-30 13:00:00,Month-to-month,,68
CUST-02871,2023-04-30 14:00:00,Two year,Bank Transfer,61
CUST-02872,2023-04-30 15:00:00,Two year,Credit Card,49
CUST-02873,2023-04-30 16:00:00,Two year,Electronic Check,67
CUST-02874,2023-04-30 17:00:00,Month-to-month,Bank Transfer,70
CUST-02875,2023-04-30 18:00:00,One year,Electronic Check,34
CUST-02876,2023-04-30 19:00:00,Month-to-month,Mailed Check,52
CUST-02877,2023-04-30 20:00:00,Month-to-month,Bank Transfer,18
CUST-02878,2023-04-30 21:00:00,Month-to-month,Electronic Check,46
CUST-02879,2023-04-30 22:00:00,Month-to-month,Credit Card,68
CUST-02880,2023-04-30 23:00:00,Month-to-month,Mailed Check,78
CUST-02881,2023-05-01 00:00:00,Month-to-month,Mailed Check,21
CUST-02882,2023-05-01 01:00:00,Two year,Mailed Check,40
CUST-02883,2023-05-01 02:00:00,Month-to-month,Credit Card,45
CUST-02884,2023-05-01 03:00:00,Month-to-month,Credit Card,33
CUST-02885,2023-05-01 04:00:00,Month-to-month,Bank Transfer,29
CUST-02886,2023-05-01 05:00:00,Two year,Credit Card,70
CUST-02887,2023-05-01 06:00:00,Month-to-month,Bank Transfer,38
CUST-02888,2023-05-01 07:00:00,Month-to-month,Mailed Check,62
CUST-02889,2023-05-01 08:00:00,Two year,Bank Transfer,34
CUST-02890,2023-05-01 09:00:00,Two year,Electronic Check,57
CUST-02891,2023-05-01 10:00:00,Month-to-month,Mailed Check,30
CUST-02892,2023-05-01 11:00:00,One year,Mailed Check,69
CUST-02893,2023-05-01 12:00:00,One year,Bank Transfer,75
CUST-02894,2023-05-01 13:00:00,One year,Mailed Check,49
CUST-02895,2023-05-01 14:00:00,Month-to-month,Credit Card,54
CUST-02896,2023-05-01 15:00:00,Two year,Electronic Check,67
CUST-02897,2023-05-01 16:00:00,Month-to-month,Bank Transfer,32
CUST-02898,2023-05-01 17:00:00,Month-to-month,Bank Transfer,29
CUST-02899,2023-05-01 18:00:00,Month-to-month,Mailed Check,78
CUST-02900,2023-05-01 19:00:00,Month-to-month,Credit Card,66
CUST-02901,2023-05-01 20:00:00,Month-to-month,Mailed Check,74
CUST-02902,2023-05-01 21:00:00,One year,Mailed Check,32
CUST-02903,2023-05-01 22:00:00,Month-to-month,Bank Transfer,51
CUST-02904,2023-05-01 23:00:00,Month-to-month,Mailed Check,23
CUST-02905,2023-05-02 00:00:00,Month-to-month,Electronic Check,34
CUST-02906,2023-05-02 01:00:00,Month-to-month,Mailed Check,65
CUST-02907,2023-05-02 02:00:00,Two year,Mailed Check,66
CUST-02908,2023-05-02 03:00:00,Month-to-month,Bank Transfer,74
CUST-02909,2023-05-02 04:00:00,Month-to-month,Mailed Check,37
CUST-02910,2023-05-02 05:00:00,Month-to-month,Credit Card,26
CUST-02911,2023-05-02 06:00:00,Month-to-month,Bank Transfer,76
CUST-02912,2023-05-02 07:00:00,Month-to-month,Mailed Check,22
CUST-02913,2023-05-02 08:00:00,One year,Electronic Check,40
CUST-02914,2023-05-02 09:00:00,Two year,Electronic Check,50
CUST-02915,2023-05-02 10:00:00,Month-to-month,,55
CUST-02916,2023-05-02 11:00:00,One year,Bank Transfer,73
CUST-02917,2023-05-02 12:00:00,One year,Mailed Check,31
CUST-02918,2023-05-02 13:00:00,Two year,Credit Card,34
CUST-02919,2023-05-02 14:00:00,Month-to-month,Mailed Check,74
CUST-02920,2023-05-02 15:00:00,Month-to-month,Electronic Check,36
CUST-02921,2023-05-02 16:00:00,Month-to-month,Credit Card,50
CUST-02922,2023-05-02 17:00:00,One year,Credit Card,18
CUST-02923,2023-05-02 18:00:00,Two year,Credit Card,30
CUST-02924,2023-05-02 19:00:00,Month-to-month,Mailed Check,63
CUST-02925,2023-05-02 20:00:00,Month-to-month,Electronic Check,44
CUST-02926,2023-05-02 21:00:00,Two year,Bank Transfer,23
CUST-02927,2023-05-02 22:00:00,Two year,Mailed Check,76
CUST-02928,2023-05-02 23:00:00,Two year,Bank Transfer,23
CUST-02929,2023-05-03 00:00:00,One year,Credit Card,50
CUST-02930,2023-05-03 01:00:00,Month-to-month,Credit Card,47
CUST-02931,2023-05-03 02:00:00,Month-to-month,Mailed Check,63
CUST-02932,2023-05-03 03:00:00,One year,Electronic Check,52
CUST-02933,2023-05-03 04:00:00,Month-to-month,Credit Card,40
CUST-02934,2023-05-03 05:00:00,Month-to-month,Bank Transfer,27
CUST-02935,2023-05-03 06:00:00,One year,Bank Transfer,68
CUST-02936,2023-05-03 07:00:00,Month-to-month,Mailed Check,36
CUST-02937,2023-05-03 08:00:00,One year,Bank Transfer,68
CUST-02938,2023-05-03 09:00:00,Month-to-month,Electronic Check,45
CUST-02939,2023-05-03 10:00:00,Two year,Credit Card,40
CUST-02940,2023-05-03 11:00:00,Month-to-month,Bank Transfer,21
CUST-02941,2023-05-03 12:00:00,Month-to-month,Bank Transfer,37
CUST-02942,2023-05-03 13:00:00,One year,Credit Card,36
CUST-02943,2023-05-03 14:00:00,Month-to-month,Mailed Check,59
CUST-02944,2023-05-03 15:00:00,One year,Bank Transfer,44
CUST-02945,2023-05-03 16:00:00,One year,Mailed Check,74
CUST-02946,2023-05-03 17:00:00,Month-to-month,Mailed Check,51
CUST-02947,2023-05-03 18:00:00,Month-to-month,Bank Transfer,21
CUST-02948,2023-05-03 19:00:00,Month-to-month,Electronic Check,73
CUST-02949,2023-05-03 20:00:00,Month-to-month,Mailed Check,55
CUST-02950,2023-05-03 21:00:00,Two year,Bank Transfer,79
CUST-02951,2023-05-03 22:00:00,Two year,Mailed Check,24
CUST-02952,2023-05-03 23:00:00,One year,Credit Card,65
CUST-02953,2023-05-04 00:00:00,One year,Electronic Check,78
CUST-02954,2023-05-04 01:00:00,Month-to-month,Electronic Check,24
CUST-02955,2023-05-04 02:00:00,Two year,Credit Card,67
CUST-02956,2023-05-04 03:00:00,One year,Credit Card,69
CUST-02957,2023-05-04 04:00:00,One year,Mailed Check,43
CUST-02958,2023-05-04 05:00:00,Two year,Credit Card,43
CUST-02959,2023-05-04 06:00:00,Month-to-month,Electronic Check,71
CUST-02960,2023-05-04 07:00:00,Two year,Credit Card,36
CUST-02961,2023-05-04 08:00:00,Month-to-month,Bank Transfer,26
CUST-02962,2023-05-04 09:00:00,Month-to-month,Bank Transfer,78
CUST-02963,2023-05-04 10:00:00,Month-to-month,Mailed Check,37
CUST-02964,2023-05-04 11:00:00,Two year,Electronic Check,59
CUST-02965,2023-05-04 12:00:00,Two year,Bank Transfer,62
CUST-02966,2023-05-04 13:00:00,One year,,67
CUST-02967,2023-05-04 14:00:00,One year,Bank Transfer,33
CUST-02968,2023-05-04 15:00:00,Month-to-month,Bank Transfer,71
CUST-02969,2023-05-04 16:00:00,Two year,Mailed Check,34
CUST-02970,2023-05-04 17:00:00,Month-to-month,Credit Card,39
CUST-02971,2023-05-04 18:00:00,Month-to-month,Credit Card,30
CUST-02972,2023-05-04 19:00:00,Month-to-month,Credit Card,29
CUST-02973,2023-05-04 20:00:00,One year,Mailed Check,27
CUST-02974,2023-05-04 21:00:00,One year,Credit Card,18
CUST-02975,2023-05-04 22:00:00,Month-to-month,,49
CUST-02976,2023-05-04 23:00:00,Month-to-month,Bank Transfer,47
CUST-02977,2023-05-05 00:00:00,Two year,Bank Transfer,25
CUST-02978,2023-05-05 01:00:00,Month-to-month,Credit Card,38
CUST-02979,2023-05-05 02:00:00,One year,Electronic Check,39
CUST-02980,2023-05-05 03:00:00,Two year,Electronic Check,35
CUST-02981,2023-05-05 04:00:00,Month-to-month,Credit Card,19
CUST-02982,2023-05-05 05:00:00,Month-to-month,,65
CUST-02983,2023-05-05 06:00:00,One year,Mailed Check,61
CUST-02984,2023-05-05 07:00:00,Two year,Bank Transfer,26
CUST-02985,2023-05-05 08:00:00,Month-to-month,,20
CUST-02986,2023-05-05 09:00:00,Two year,Bank Transfer,71
CUST-02987,2023-05-05 10:00:00,Month-to-month,Electronic Check,43
CUST-02988,2023-05-05 11:00:00,Month-to-month,Electronic Check,38
CUST-02989,2023-05-05 12:00:00,One year,Credit Card,47
CUST-02990,2023-05-05 13:00:00,Two year,Electronic Check,45
CUST-02991,2023-05-05 14:00:00,Month-to-month,Electronic Check,53
CUST-02992,2023-05-05 15:00:00,Two year,Credit Card,43
CUST-02993,2023-05-05 16:00:00,Month-to-month,Credit Card,51
CUST-02994,2023-05-05 17:00:00,Month-to-month,,25
CUST-02995,2023-05-05 18:00:00,Month-to-month,Electronic Check,27
CUST-02996,2023-05-05 19:00:00,Two year,Bank Transfer,65
CUST-02997,2023-05-05 20:00:00,Month-to-month,Bank Transfer,72
CUST-02998,2023-05-05 21:00:00,Month-to-month,Mailed Check,60
CUST-02999,2023-05-05 22:00:00,Month-to-month,Electronic Check,67
CUST-03000,2023-05-05 23:00:00,Two year,Electronic Check,71
CUST-03001,2023-05-06 00:00:00,One year,Mailed Check,31
CUST-03002,2023-05-06 01:00:00,One year,Bank Transfer,57
CUST-03003,2023-05-06 02:00:00,Month-to-month,Electronic Check,72
CUST-03004,2023-05-06 03:00:00,One year,Bank Transfer,32
CUST-03005,2023-05-06 04:00:00,Month-to-month,Mailed Check,34
CUST-03006,2023-05-06 05:00:00,Two year,Credit Card,70
CUST-03007,2023-05-06 06:00:00,Two year,Bank Transfer,35
CUST-03008,2023-05-06 07:00:00,Month-to-month,Electronic Check,49
CUST-03009,2023-05-06 08:00:00,One year,Credit Card,55
CUST-03010,2023-05-06 09:00:00,Month-to-month,Bank Transfer,40
CUST-03011,2023-05-06 10:00:00,Month-to-month,Bank Transfer,79
CUST-03012,2023-05-06 11:00:00,Month-to-month,Credit Card,63
CUST-03013,2023-05-06 12:00:00,Month-to-month,Credit Card,40
CUST-03014,2023-05-06 13:00:00,Month-to-month,Credit Card,52
CUST-03015,2023-05-06 14:00:00,One year,Electronic Check,56
CUST-03016,2023-05-06 15:00:00,Month-to-month,Electronic Check,32
CUST-03017,2023-05-06 16:00:00,One year,Bank Transfer,70
CUST-03018,2023-05-06 17:00:00,Month-to-month,Bank Transfer,41
CUST-03019,2023-05-06 18:00:00,Month-to-month,Mailed Check,45
CUST-03020,2023-05-06 19:00:00,One year,Electronic Check,33
CUST-03021,2023-05-06 20:00:00,Month-to-month,Bank Transfer,33
CUST-03022,2023-05-06 21:00:00,Month-to-month,Credit Card,57
CUST-03023,2023-05-06 22:00:00,One year,Credit Card,56
CUST-03024,2023-05-06 23:00:00,Month-to-month,Electronic Check,23
CUST-03025,2023-05-07 00:00:00,Month-to-month,Credit Card,19
CUST-03026,2023-05-07 01:00:00,Month-to-month,Mailed Check,71
CUST-03027,2023-05-07 02:00:00,Two year,Bank Transfer,30
CUST-03028,2023-05-07 03:00:00,One year,Bank Transfer,61
CUST-03029,2023-05-07 04:00:00,One year,Bank Transfer,64
CUST-03030,2023-05-07 05:00:00,One year,Electronic Check,76
CUST-03031,2023-05-07 06:00:00,Month-to-month,Credit Card,26
CUST-03032,2023-05-07 07:00:00,Month-to-month,Mailed Check,51
CUST-03033,2023-05-07 08:00:00,One year,Electronic Check,34
CUST-03034,2023-05-07 09:00:00,Month-to-month,Bank Transfer,44
CUST-03035,2023-05-07 10:00:00,Month-to-month,Mailed Check,46
CUST-03036,2023-05-07 11:00:00,Month-to-month,Bank Transfer,54
CUST-03037,2023-05-07 12:00:00,Month-to-month,Bank Transfer,60
CUST-03038,2023-05-07 13:00:00,Two year,Electronic Check,39
CUST-03039,2023-05-07 14:00:00,Month-to-month,Bank Transfer,68
CUST-03040,2023-05-07 15:00:00,Month-to-month,Mailed Check,41
CUST-03041,2023-05-07 16:00:00,Month-to-month,Bank Transfer,24
CUST-03042,2023-05-07 17:00:00,Two year,Credit Card,51
CUST-03043,2023-05-07 18:00:00,Month-to-month,Bank Transfer,65
CUST-03044,2023-05-07 19:00:00,Month-to-month,Electronic Check,29
CUST-03045,2023-05-07 20:00:00,One year,Mailed Check,40
CUST-03046,2023-05-07 21:00:00,One year,Electronic Check,32
CUST-03047,2023-05-07 22:00:00,Month-to-month,Credit Card,50
CUST-03048,2023-05-07 23:00:00,Month-to-month,Bank Transfer,74
CUST-03049,2023-05-08 00:00:00,Month-to-month,Electronic Check,30
CUST-03050,2023-05-08 01:00:00,Month-to-month,,40
CUST-03051,2023-05-08 02:00:00,Month-to-month,Electronic Check,55
CUST-03052,2023-05-08 03:00:00,Month-to-month,Electronic Check,49
CUST-03053,2023-05-08 04:00:00,Month-to-month,Credit Card,62
CUST-03054,2023-05-08 05:00:00,Month-to-month,Credit Card,67
CUST-03055,2023-05-08 06:00:00,One year,Bank Transfer,52
CUST-03056,2023-05-08 07:00:00,Two year,Bank Transfer,18
CUST-03057,2023-05-08 08:00:00,One year,Mailed Check,64
CUST-03058,2023-05-08 09:00:00,Month-to-month,Credit Card,75
CUST-03059,2023-05-08 10:00:00,Month-to-month,Electronic Check,62
CUST-03060,2023-05-08 11:00:00,Two year,Electronic Check,22
CUST-03061,2023-05-08 12:00:00,Month-to-month,Mailed Check,74
CUST-03062,2023-05-08 13:00:00,Month-to-month,Electronic Check,30
CUST-03063,2023-05-08 14:00:00,Month-to-month,Mailed Check,71
CUST-03064,2023-05-08 15:00:00,One year,Bank Transfer,22
CUST-03065,2023-05-08 16:00:00,One year,Credit Card,77
CUST-03066,2023-05-08 17:00:00,Month-to-month,Mailed Check,49
CUST-03067,2023-05-08 18:00:00,Month-to-month,,68
CUST-03068,2023-05-08 19:00:00,Two year,Mailed Check,38
CUST-03069,2023-05-08 20:00:00,Month-to-month,Bank Transfer,41
CUST-03070,2023-05-08 21:00:00,One year,Electronic Check,77
CUST-03071,2023-05-08 22:00:00,One year,Bank Transfer,35
CUST-03072,2023-05-08 23:00:00,One year,Bank Transfer,38
CUST-03073,2023-05-09 00:00:00,Month-to-month,Mailed Check,71
CUST-03074,2023-05-09 01:00:00,Month-to-month,Bank Transfer,27
CUST-03075,2023-05-09 02:00:00,Month-to-month,,41
CUST-03076,2023-05-09 03:00:00,Two year,Bank Transfer,57
CUST-03077,2023-05-09 04:00:00,Two year,Bank Transfer,64
CUST-03078,2023-05-09 05:00:00,Month-to-month,Mailed Check,38
