CustomerID,SignupDate,ContractType,PaymentMethod,Age,MonthlyCharges,TotalCharges,SupportTickets,EngagementScore,LeftCompany,TenureMonths,ContractType_Num,PaymentMethod_Num,ChurnRiskScore_%
CUST-02279,2023-04-05 22:00:00,One year,Mailed Check,54,76.96,3078.4,3,4,0,40.0,1,3,7.0
CUST-02280,2023-04-05 23:00:00,Month-to-month,Bank Transfer,40,76.85,3074.0,3,6,0,40.0,0,0,8.0
CUST-02281,2023-04-06 00:00:00,Month-to-month,Bank Transfer,37,36.62,1464.8,2,6,0,40.0,0,0,7.0
CUST-02282,2023-04-06 01:00:00,Month-to-month,Credit Card,30,76.09,3043.6000000000004,3,2,1,40.0,0,1,72.0
CUST-02283,2023-04-06 02:00:00,Month-to-month,Unknown,30,104.05,4162.0,3,9,0,40.0,0,4,4.0
CUST-02284,2023-04-06 03:00:00,Month-to-month,Mailed Check,60,115.21,4608.4,1,1,1,40.0,0,3,72.0
CUST-02285,2023-04-06 04:00:00,Month-to-month,Bank Transfer,28,39.59,1583.6,2,4,0,40.0,0,0,8.0
CUST-02286,2023-04-06 05:00:00,Month-to-month,Credit Card,65,86.8,3472.0,2,4,0,40.0,0,1,2.0
CUST-02287,2023-04-06 06:00:00,Two year,Electronic Check,32,81.15,3246.0,0,2,0,40.0,2,2,10.0
CUST-02288,2023-04-06 07:00:00,Month-to-month,Bank Transfer,34,110.13,4405.2,2,8,0,40.0,0,0,15.0
CUST-02289,2023-04-06 08:00:00,Month-to-month,Electronic Check,71,97.61,3904.4,4,2,0,40.0,0,2,8.0
CUST-02290,2023-04-06 09:00:00,Month-to-month,Mailed Check,67,116.87,4674.8,3,2,1,40.0,0,3,32.0
CUST-02291,2023-04-06 10:00:00,One year,Bank Transfer,45,116.4,4656.0,3,2,1,40.0,1,0,80.0
CUST-02292,2023-04-06 11:00:00,Month-to-month,Mailed Check,36,50.3,2012.0,1,1,1,40.0,0,3,73.0
CUST-02293,2023-04-06 12:00:00,Month-to-month,Mailed Check,21,95.28,3811.2,2,5,0,40.0,0,3,8.0
CUST-02294,2023-04-06 13:00:00,Month-to-month,Mailed Check,39,77.74,3109.6,0,4,0,40.0,0,3,25.0
CUST-02295,2023-04-06 14:00:00,Month-to-month,Mailed Check,39,49.31,1972.4,2,2,0,40.0,0,3,10.0
CUST-02296,2023-04-06 15:00:00,Month-to-month,Mailed Check,72,47.53,1901.2,4,1,0,40.0,0,3,6.0
CUST-02297,2023-04-06 16:00:00,Month-to-month,Bank Transfer,54,37.29,1491.6,0,1,0,40.0,0,0,5.0
CUST-02298,2023-04-06 17:00:00,Month-to-month,Electronic Check,56,101.6,4064.0,4,2,0,40.0,0,2,20.0
CUST-02299,2023-04-06 18:00:00,Month-to-month,Bank Transfer,51,59.2,2368.0,3,1,1,40.0,0,0,85.0
CUST-02300,2023-04-06 19:00:00,Month-to-month,Bank Transfer,50,107.13,4285.2,1,9,0,40.0,0,0,7.0
CUST-02301,2023-04-06 20:00:00,Two year,Bank Transfer,61,84.74,3389.6,1,2,1,40.0,2,0,19.0
CUST-02302,2023-04-06 21:00:00,Month-to-month,Credit Card,59,90.62,3624.8,2,3,1,40.0,0,1,66.0
CUST-02303,2023-04-06 22:00:00,Month-to-month,Credit Card,57,56.24,2249.6,2,9,0,40.0,0,1,16.0
CUST-02304,2023-04-06 23:00:00,Month-to-month,Bank Transfer,50,71.15,2846.0,1,5,1,40.0,0,0,69.0
CUST-02305,2023-04-07 00:00:00,Two year,Electronic Check,29,67.1,2684.0,2,8,0,40.0,2,2,24.0
CUST-02306,2023-04-07 01:00:00,Month-to-month,Bank Transfer,19,51.2,1996.8,2,7,0,39.0,0,0,7.0
CUST-02307,2023-04-07 02:00:00,Month-to-month,Mailed Check,76,104.92,4091.88,2,6,0,39.0,0,3,7.0
CUST-02308,2023-04-07 03:00:00,One year,Credit Card,45,85.98,3353.2200000000003,0,2,0,39.0,1,1,8.0
CUST-02309,2023-04-07 04:00:00,Month-to-month,Credit Card,27,33.36,1301.04,2,4,0,39.0,0,1,6.0
CUST-02310,2023-04-07 05:00:00,Month-to-month,Bank Transfer,39,103.79,4047.81,3,9,0,39.0,0,0,3.0
CUST-02311,2023-04-07 06:00:00,Month-to-month,Bank Transfer,34,39.53,1541.67,4,7,1,39.0,0,0,41.0
CUST-02312,2023-04-07 07:00:00,Two year,Electronic Check,43,66.33,2586.87,0,3,1,39.0,2,2,75.0
CUST-02313,2023-04-07 08:00:00,Month-to-month,Electronic Check,20,81.41,3174.99,2,6,0,39.0,0,2,7.0
CUST-02314,2023-04-07 09:00:00,One year,Mailed Check,24,30.68,1196.52,4,8,0,39.0,1,3,6.0
CUST-02315,2023-04-07 10:00:00,Two year,Bank Transfer,61,88.76,3461.6400000000003,0,8,0,39.0,2,0,11.0
CUST-02316,2023-04-07 11:00:00,Month-to-month,Bank Transfer,25,89.37,3485.4300000000003,4,8,0,39.0,0,0,5.0
CUST-02317,2023-04-07 12:00:00,Month-to-month,Unknown,37,88.72,3460.08,1,8,0,39.0,0,4,11.0
CUST-02318,2023-04-07 13:00:00,Month-to-month,Credit Card,29,44.7,1743.3000000000002,1,10,0,39.0,0,1,18.0
CUST-02319,2023-04-07 14:00:00,Month-to-month,Mailed Check,52,53.01,2067.39,1,6,0,39.0,0,3,35.0
CUST-02320,2023-04-07 15:00:00,Month-to-month,Electronic Check,34,52.26,2038.14,4,10,0,39.0,0,2,22.0
CUST-02321,2023-04-07 16:00:00,Two year,Credit Card,45,116.41,4539.99,0,3,0,39.0,2,1,4.0
CUST-02322,2023-04-07 17:00:00,One year,Credit Card,58,36.07,1406.73,2,9,0,39.0,1,1,10.0
CUST-02323,2023-04-07 18:00:00,One year,Credit Card,27,68.58,2674.62,0,3,0,39.0,1,1,9.0
CUST-02324,2023-04-07 19:00:00,Month-to-month,Credit Card,39,108.41,4227.99,1,4,1,39.0,0,1,75.0
CUST-02325,2023-04-07 20:00:00,Two year,Mailed Check,55,99.25,3870.75,3,10,1,39.0,2,3,72.0
CUST-02326,2023-04-07 21:00:00,Two year,Bank Transfer,74,104.02,4056.78,0,1,0,39.0,2,0,8.0
CUST-02327,2023-04-07 22:00:00,Two year,Electronic Check,50,117.51,4582.89,3,2,0,39.0,2,2,15.0
CUST-02328,2023-04-07 23:00:00,Month-to-month,Electronic Check,39,64.85,2529.15,2,6,0,39.0,0,2,5.0
CUST-02329,2023-04-08 00:00:00,One year,Credit Card,61,57.86,2256.54,1,1,0,39.0,1,1,7.0
CUST-02330,2023-04-08 01:00:00,Month-to-month,Credit Card,54,32.75,1277.25,1,9,0,39.0,0,1,9.0
CUST-02331,2023-04-08 02:00:00,Month-to-month,Mailed Check,30,43.49,1696.11,0,8,0,39.0,0,3,9.0
CUST-02332,2023-04-08 03:00:00,Month-to-month,Credit Card,44,80.58,3142.62,1,2,0,39.0,0,1,18.0
CUST-02333,2023-04-08 04:00:00,One year,Electronic Check,32,44.18,1723.02,1,2,0,39.0,1,2,9.0
CUST-02334,2023-04-08 05:00:00,One year,Electronic Check,39,96.26,3754.14,0,8,0,39.0,1,2,14.0
CUST-02335,2023-04-08 06:00:00,Month-to-month,Unknown,47,33.34,1300.2600000000002,0,8,0,39.0,0,4,5.0
CUST-02336,2023-04-08 07:00:00,Month-to-month,Bank Transfer,60,53.35,2080.65,0,1,0,39.0,0,0,7.0
CUST-02337,2023-04-08 08:00:00,Month-to-month,Electronic Check,57,92.59,3611.01,1,5,0,39.0,0,2,4.0
CUST-02338,2023-04-08 09:00:00,Month-to-month,Electronic Check,54,52.99,2066.61,1,2,1,39.0,0,2,77.0
CUST-02339,2023-04-08 10:00:00,Month-to-month,Mailed Check,51,95.59,3728.01,1,1,0,39.0,0,3,12.0
CUST-02340,2023-04-08 11:00:00,Month-to-month,Mailed Check,61,119.63,4665.57,3,3,0,39.0,0,3,6.0
CUST-02341,2023-04-08 12:00:00,One year,Electronic Check,77,101.74,3967.86,2,3,0,39.0,1,2,6.0
CUST-02342,2023-04-08 13:00:00,Month-to-month,Unknown,51,60.76,2369.64,2,10,0,39.0,0,4,7.0
CUST-02343,2023-04-08 14:00:00,Month-to-month,Bank Transfer,75,111.05,4330.95,5,9,0,39.0,0,0,12.0
CUST-02344,2023-04-08 15:00:00,Month-to-month,Electronic Check,65,34.6,1349.4,1,10,1,39.0,0,2,77.0
CUST-02345,2023-04-08 16:00:00,Two year,Credit Card,70,95.25,3714.75,1,1,0,39.0,2,1,3.0
CUST-02346,2023-04-08 17:00:00,One year,Electronic Check,52,32.09,1251.5100000000002,0,2,0,39.0,1,2,14.0
CUST-02347,2023-04-08 18:00:00,One year,Bank Transfer,59,45.7,1782.3000000000002,2,9,0,39.0,1,0,26.0
CUST-02348,2023-04-08 19:00:00,Month-to-month,Bank Transfer,36,118.88,4636.32,1,5,0,39.0,0,0,17.0
CUST-02349,2023-04-08 20:00:00,Month-to-month,Mailed Check,25,62.47,2436.33,1,9,0,39.0,0,3,13.0
CUST-02350,2023-04-08 21:00:00,Month-to-month,Mailed Check,56,103.84,4049.76,2,6,0,39.0,0,3,2.0
CUST-02351,2023-04-08 22:00:00,One year,Mailed Check,50,63.84,2489.76,2,10,0,39.0,1,3,6.0
CUST-02352,2023-04-08 23:00:00,Two year,Mailed Check,61,105.6,4118.4,2,10,0,39.0,2,3,8.0
CUST-02353,2023-04-09 00:00:00,One year,Bank Transfer,78,116.89,4558.71,1,3,0,39.0,1,0,4.0
CUST-02354,2023-04-09 01:00:00,Two year,Credit Card,45,69.19,2698.41,1,8,0,39.0,2,1,7.0
CUST-02355,2023-04-09 02:00:00,One year,Credit Card,54,80.34,3133.26,1,9,0,39.0,1,1,10.0
CUST-02356,2023-04-09 03:00:00,Month-to-month,Credit Card,65,86.57,3376.23,3,2,0,39.0,0,1,7.0
CUST-02357,2023-04-09 04:00:00,Two year,Electronic Check,42,114.13,4451.07,3,9,1,39.0,2,2,74.0
CUST-02358,2023-04-09 05:00:00,Month-to-month,Mailed Check,53,53.1,2070.9,3,4,0,39.0,0,3,10.0
CUST-02359,2023-04-09 06:00:00,Month-to-month,Mailed Check,34,85.01,3315.3900000000003,2,8,0,39.0,0,3,13.0
CUST-02360,2023-04-09 07:00:00,Month-to-month,Bank Transfer,41,59.22,2309.58,0,5,0,39.0,0,0,13.0
CUST-02361,2023-04-09 08:00:00,Month-to-month,Bank Transfer,38,49.52,1931.28,4,6,1,39.0,0,0,70.0
CUST-02362,2023-04-09 09:00:00,Month-to-month,Electronic Check,19,37.63,1467.5700000000002,2,4,0,39.0,0,2,18.0
CUST-02363,2023-04-09 10:00:00,Month-to-month,Electronic Check,48,85.86,3348.54,2,5,0,39.0,0,2,14.0
CUST-02364,2023-04-09 11:00:00,Month-to-month,Credit Card,61,109.39,4266.21,3,1,1,39.0,0,1,82.0
CUST-02365,2023-04-09 12:00:00,Month-to-month,Bank Transfer,50,61.62,2403.18,2,3,1,39.0,0,0,80.0
CUST-02366,2023-04-09 13:00:00,Month-to-month,Mailed Check,47,79.74,3109.86,4,4,0,39.0,0,3,4.0
CUST-02367,2023-04-09 14:00:00,Month-to-month,Credit Card,29,87.79,3423.8100000000004,2,1,0,39.0,0,1,6.0
CUST-02368,2023-04-09 15:00:00,Month-to-month,Mailed Check,61,67.31,2625.09,5,3,0,39.0,0,3,9.0
CUST-02369,2023-04-09 16:00:00,Month-to-month,Credit Card,29,111.3,4340.7,3,4,0,39.0,0,1,5.0
CUST-02370,2023-04-09 17:00:00,One year,Mailed Check,68,62.64,2442.96,2,9,1,39.0,1,3,78.0
CUST-02371,2023-04-09 18:00:00,One year,Electronic Check,74,41.24,1608.36,0,3,1,39.0,1,2,70.0
CUST-02372,2023-04-09 19:00:00,Two year,Credit Card,66,42.95,1675.0500000000002,1,3,0,39.0,2,1,14.0
CUST-02373,2023-04-09 20:00:00,One year,Mailed Check,69,110.18,4297.02,1,4,0,39.0,1,3,39.0
CUST-02374,2023-04-09 21:00:00,Month-to-month,Unknown,41,118.92,4637.88,1,9,0,39.0,0,4,2.0
CUST-02375,2023-04-09 22:00:00,One year,Bank Transfer,41,56.0,2184.0,1,9,0,39.0,1,0,10.0
CUST-02376,2023-04-09 23:00:00,Month-to-month,Credit Card,75,42.92,1673.88,4,1,0,39.0,0,1,6.0
CUST-02377,2023-04-10 00:00:00,Month-to-month,Mailed Check,77,73.39,2862.21,1,8,0,39.0,0,3,4.0
CUST-02378,2023-04-10 01:00:00,One year,Bank Transfer,28,93.85,3660.15,2,10,0,39.0,1,0,13.0
CUST-02379,2023-04-10 02:00:00,Month-to-month,Mailed Check,30,85.11,3319.29,0,1,0,39.0,0,3,49.0
CUST-02380,2023-04-10 03:00:00,One year,Credit Card,44,115.6,4508.4,3,2,1,39.0,1,1,84.0
CUST-02381,2023-04-10 04:00:00,Two year,Electronic Check,25,103.6,4040.4,2,10,0,39.0,2,2,6.0
CUST-02382,2023-04-10 05:00:00,Two year,Credit Card,27,108.21,4220.19,1,5,0,39.0,2,1,4.0
CUST-02383,2023-04-10 06:00:00,Two year,Credit Card,25,78.75,3071.25,1,6,0,39.0,2,1,19.0
CUST-02384,2023-04-10 07:00:00,Month-to-month,Unknown,37,59.45,2318.55,2,2,0,39.0,0,4,7.0
CUST-02385,2023-04-10 08:00:00,Month-to-month,Mailed Check,25,93.15,3632.85,1,10,0,39.0,0,3,6.0
CUST-02386,2023-04-10 09:00:00,Month-to-month,Credit Card,26,69.51,2710.8900000000003,1,5,0,39.0,0,1,7.0
CUST-02387,2023-04-10 10:00:00,Month-to-month,Bank Transfer,24,55.89,2179.71,2,3,1,39.0,0,0,77.0
CUST-02388,2023-04-10 11:00:00,One year,Bank Transfer,31,43.7,1704.3000000000002,1,7,0,39.0,1,0,7.0
CUST-02389,2023-04-10 12:00:00,One year,Bank Transfer,45,77.5,3022.5,1,1,0,39.0,1,0,12.0
CUST-02390,2023-04-10 13:00:00,One year,Mailed Check,19,83.48,3255.7200000000003,1,5,0,39.0,1,3,8.0
CUST-02392,2023-04-10 15:00:00,Month-to-month,Credit Card,60,40.48,1578.7199999999998,2,2,0,39.0,0,1,11.0
CUST-02393,2023-04-10 16:00:00,Month-to-month,Electronic Check,25,81.29,3170.3100000000004,2,3,0,39.0,0,2,10.0
CUST-02394,2023-04-10 17:00:00,Month-to-month,Mailed Check,30,45.15,1760.85,1,10,0,39.0,0,3,3.0
CUST-02395,2023-04-10 18:00:00,Two year,Credit Card,38,89.73,3499.4700000000003,2,4,0,39.0,2,1,5.0
CUST-02396,2023-04-10 19:00:00,Month-to-month,Credit Card,64,68.64,2676.96,4,2,0,39.0,0,1,8.0
CUST-02397,2023-04-10 20:00:00,Month-to-month,Electronic Check,45,106.39,4149.21,1,2,0,39.0,0,2,13.0
CUST-02398,2023-04-10 21:00:00,Month-to-month,Bank Transfer,52,100.04,3901.56,4,3,0,39.0,0,0,9.0
CUST-02399,2023-04-10 22:00:00,One year,Credit Card,40,95.19,3712.41,0,2,0,39.0,1,1,0.0
CUST-02400,2023-04-10 23:00:00,One year,Credit Card,63,93.06,3629.34,2,6,0,39.0,1,1,3.0
CUST-02401,2023-04-11 00:00:00,Month-to-month,Credit Card,79,80.44,3137.16,1,2,1,39.0,0,1,72.0
CUST-02402,2023-04-11 01:00:00,Month-to-month,Bank Transfer,32,35.49,1384.11,1,1,1,39.0,0,0,71.0
CUST-02403,2023-04-11 02:00:00,Month-to-month,Bank Transfer,19,88.99,3470.61,1,8,0,39.0,0,0,9.0
CUST-02404,2023-04-11 03:00:00,Month-to-month,Electronic Check,78,72.02,2808.78,2,10,1,39.0,0,2,82.0
CUST-02405,2023-04-11 04:00:00,One year,Mailed Check,68,72.25,2817.75,0,4,0,39.0,1,3,11.0
CUST-02406,2023-04-11 05:00:00,One year,Unknown,29,64.11,2500.29,2,2,0,39.0,1,4,16.0
CUST-02407,2023-04-11 06:00:00,Month-to-month,Unknown,74,113.62,4431.18,3,4,0,39.0,0,4,3.0
CUST-02408,2023-04-11 07:00:00,Month-to-month,Mailed Check,69,52.44,2045.16,1,2,1,39.0,0,3,59.0
CUST-02409,2023-04-11 08:00:00,Two year,Bank Transfer,53,58.49,2281.11,1,5,0,39.0,2,0,20.0
CUST-02410,2023-04-11 09:00:00,Month-to-month,Credit Card,20,116.67,4550.13,1,7,0,39.0,0,1,13.0
CUST-02411,2023-04-11 10:00:00,One year,Electronic Check,22,102.91,4013.49,3,6,1,39.0,1,2,21.0
CUST-02412,2023-04-11 11:00:00,Month-to-month,Mailed Check,20,31.26,1219.14,1,2,1,39.0,0,3,77.0
CUST-02413,2023-04-11 12:00:00,Month-to-month,Unknown,74,111.55,4350.45,3,4,0,39.0,0,4,6.0
CUST-02414,2023-04-11 13:00:00,Month-to-month,Bank Transfer,64,50.39,1965.21,2,8,0,39.0,0,0,11.0
CUST-02415,2023-04-11 14:00:00,Month-to-month,Mailed Check,36,93.53,3647.67,1,7,0,39.0,0,3,5.0
CUST-02416,2023-04-11 15:00:00,Two year,Mailed Check,19,79.77,3111.03,1,7,0,39.0,2,3,11.0
CUST-02417,2023-04-11 16:00:00,Month-to-month,Mailed Check,61,78.31,3054.09,2,4,0,39.0,0,3,10.0
CUST-02418,2023-04-11 17:00:00,Month-to-month,Credit Card,54,94.61,3689.79,1,1,0,39.0,0,1,5.0
CUST-02419,2023-04-11 18:00:00,Month-to-month,Credit Card,71,48.64,1896.96,0,7,0,39.0,0,1,4.0
CUST-02420,2023-04-11 19:00:00,Month-to-month,Credit Card,34,44.3,1727.6999999999998,1,6,0,39.0,0,1,6.0
CUST-02421,2023-04-11 20:00:00,Month-to-month,Mailed Check,31,88.67,3458.13,1,8,0,39.0,0,3,3.0
CUST-02422,2023-04-11 21:00:00,Month-to-month,Mailed Check,45,56.15,2189.85,1,5,1,39.0,0,3,70.0
CUST-02423,2023-04-11 22:00:00,One year,Electronic Check,44,117.66,4588.74,0,8,0,39.0,1,2,7.0
CUST-02424,2023-04-11 23:00:00,Month-to-month,Electronic Check,71,70.63,2754.57,2,10,0,39.0,0,2,22.0
CUST-02425,2023-04-12 00:00:00,Month-to-month,Unknown,27,40.03,1561.17,1,8,0,39.0,0,4,15.0
CUST-02426,2023-04-12 01:00:00,Two year,Credit Card,20,91.72,3577.08,2,9,1,39.0,2,1,73.0
CUST-02427,2023-04-12 02:00:00,Month-to-month,Bank Transfer,53,57.55,2244.45,3,1,1,39.0,0,0,89.0
CUST-02428,2023-04-12 03:00:00,Two year,Credit Card,55,43.36,1691.04,2,3,0,39.0,2,1,6.0
CUST-02429,2023-04-12 04:00:00,Month-to-month,Electronic Check,73,68.05,2653.95,0,6,1,39.0,0,2,59.0
CUST-02430,2023-04-12 05:00:00,Two year,Electronic Check,42,116.78,4554.42,2,4,0,39.0,2,2,8.0
CUST-02431,2023-04-12 06:00:00,One year,Electronic Check,39,67.02,2613.78,0,8,0,39.0,1,2,16.0
CUST-02432,2023-04-12 07:00:00,Two year,Mailed Check,65,61.25,2388.75,1,10,0,39.0,2,3,6.0
CUST-02433,2023-04-12 08:00:00,Two year,Mailed Check,56,70.0,2730.0,2,1,0,39.0,2,3,34.0
CUST-02434,2023-04-12 09:00:00,Month-to-month,Credit Card,64,31.08,1212.12,1,5,0,39.0,0,1,7.0
CUST-02435,2023-04-12 10:00:00,Two year,Bank Transfer,47,41.97,1636.83,4,4,0,39.0,2,0,5.0
CUST-02436,2023-04-12 11:00:00,Month-to-month,Bank Transfer,38,106.47,4152.33,0,1,0,39.0,0,0,10.0
CUST-02437,2023-04-12 12:00:00,Month-to-month,Bank Transfer,47,118.02,4602.78,1,10,0,39.0,0,0,11.0
CUST-02438,2023-04-12 13:00:00,Month-to-month,Mailed Check,45,44.21,1724.19,1,6,0,39.0,0,3,7.0
CUST-02439,2023-04-12 14:00:00,Month-to-month,Electronic Check,48,78.19,3049.41,0,10,0,39.0,0,2,12.0
CUST-02440,2023-04-12 15:00:00,Month-to-month,Electronic Check,74,116.97,4561.83,0,3,0,39.0,0,2,7.0
CUST-02441,2023-04-12 16:00:00,Month-to-month,Mailed Check,69,44.08,1719.12,1,5,1,39.0,0,3,64.0
CUST-02442,2023-04-12 17:00:00,Month-to-month,Bank Transfer,43,46.76,1823.64,0,6,1,39.0,0,0,80.0
CUST-02443,2023-04-12 18:00:00,One year,Bank Transfer,60,113.41,4422.99,0,4,0,39.0,1,0,3.0
CUST-02444,2023-04-12 19:00:00,Two year,Credit Card,39,93.51,3646.89,1,10,0,39.0,2,1,9.0
CUST-02445,2023-04-12 20:00:00,Month-to-month,Credit Card,38,43.67,1703.13,3,10,0,39.0,0,1,15.0
CUST-02446,2023-04-12 21:00:00,Month-to-month,Bank Transfer,18,65.41,2550.99,1,6,1,39.0,0,0,70.0
CUST-02447,2023-04-12 22:00:00,Month-to-month,Mailed Check,54,35.05,1366.9499999999998,0,7,0,39.0,0,3,12.0
CUST-02448,2023-04-12 23:00:00,Month-to-month,Bank Transfer,30,68.93,2688.2700000000004,2,2,0,39.0,0,0,40.0
CUST-02449,2023-04-13 00:00:00,Month-to-month,Unknown,38,100.01,3900.39,1,7,0,39.0,0,4,8.0
CUST-02450,2023-04-13 01:00:00,Month-to-month,Bank Transfer,63,79.85,3114.15,2,7,0,39.0,0,0,6.0
CUST-02451,2023-04-13 02:00:00,Month-to-month,Mailed Check,26,88.27,3442.53,0,2,1,39.0,0,3,72.0
CUST-02452,2023-04-13 03:00:00,Two year,Electronic Check,34,59.41,2316.99,1,3,0,39.0,2,2,19.0
CUST-02453,2023-04-13 04:00:00,Month-to-month,Mailed Check,64,44.52,1736.2800000000002,3,3,1,39.0,0,3,73.0
CUST-02454,2023-04-13 05:00:00,Month-to-month,Unknown,38,31.17,1215.63,1,1,1,39.0,0,4,77.0
CUST-02455,2023-04-13 06:00:00,Month-to-month,Credit Card,48,103.92,4052.88,3,1,0,39.0,0,1,8.0
CUST-02456,2023-04-13 07:00:00,Month-to-month,Mailed Check,56,87.3,3404.7,0,10,1,39.0,0,3,75.0
CUST-02457,2023-04-13 08:00:00,Month-to-month,Mailed Check,76,50.63,1974.57,2,6,0,39.0,0,3,8.0
CUST-02458,2023-04-13 09:00:00,One year,Credit Card,71,67.65,2638.3500000000004,0,9,0,39.0,1,1,15.0
CUST-02459,2023-04-13 10:00:00,Month-to-month,Credit Card,39,102.13,3983.07,0,9,0,39.0,0,1,9.0
CUST-02460,2023-04-13 11:00:00,Month-to-month,Electronic Check,29,78.48,3060.7200000000003,1,1,0,39.0,0,2,13.0
CUST-02461,2023-04-13 12:00:00,Two year,Bank Transfer,72,57.01,2223.39,3,7,0,39.0,2,0,6.0
CUST-02462,2023-04-13 13:00:00,Two year,Mailed Check,23,54.04,2107.56,1,6,0,39.0,2,3,15.0
CUST-02463,2023-04-13 14:00:00,One year,Credit Card,70,49.58,1933.62,0,4,0,39.0,1,1,6.0
CUST-02464,2023-04-13 15:00:00,Month-to-month,Electronic Check,33,104.13,4061.07,1,3,0,39.0,0,2,27.0
CUST-02465,2023-04-13 16:00:00,One year,Bank Transfer,43,82.36,3212.04,4,9,0,39.0,1,0,11.0
CUST-02466,2023-04-13 17:00:00,Month-to-month,Credit Card,22,93.82,3658.98,2,10,1,39.0,0,1,18.0
CUST-02467,2023-04-13 18:00:00,Month-to-month,Bank Transfer,26,107.41,4188.99,4,5,0,39.0,0,0,10.0
CUST-02468,2023-04-13 19:00:00,Month-to-month,Bank Transfer,63,118.82,4633.98,1,8,1,39.0,0,0,67.0
CUST-02469,2023-04-13 20:00:00,Month-to-month,Mailed Check,57,52.45,2045.55,1,4,0,39.0,0,3,17.0
CUST-02470,2023-04-13 21:00:00,Month-to-month,Mailed Check,31,46.27,1804.53,1,4,0,39.0,0,3,14.0
CUST-02471,2023-04-13 22:00:00,Month-to-month,Credit Card,61,71.57,2791.23,4,6,0,39.0,0,1,5.0
CUST-02472,2023-04-13 23:00:00,Two year,Bank Transfer,59,33.15,1292.85,2,6,0,39.0,2,0,2.0
CUST-02473,2023-04-14 00:00:00,Two year,Credit Card,47,101.25,3948.75,3,3,0,39.0,2,1,9.0
CUST-02474,2023-04-14 01:00:00,One year,Credit Card,69,109.54,4272.06,3,2,1,39.0,1,1,77.0
CUST-02475,2023-04-14 02:00:00,Month-to-month,Bank Transfer,69,91.74,3577.86,0,9,0,39.0,0,0,6.0
CUST-02476,2023-04-14 03:00:00,Two year,Credit Card,43,54.11,2110.29,0,2,0,39.0,2,1,8.0
CUST-02477,2023-04-14 04:00:00,Month-to-month,Bank Transfer,70,41.08,1602.12,0,9,1,39.0,0,0,82.0
CUST-02478,2023-04-14 05:00:00,One year,Bank Transfer,62,64.39,2511.21,0,8,1,39.0,1,0,75.0
CUST-02479,2023-04-14 06:00:00,Month-to-month,Bank Transfer,46,105.0,4095.0,0,10,0,39.0,0,0,4.0
CUST-02480,2023-04-14 07:00:00,One year,Bank Transfer,36,61.3,2390.7,2,7,0,39.0,1,0,11.0
CUST-02481,2023-04-14 08:00:00,Month-to-month,Electronic Check,64,33.07,1289.73,1,5,1,39.0,0,2,59.0
CUST-02482,2023-04-14 09:00:00,Two year,Bank Transfer,25,54.68,2132.52,0,3,0,39.0,2,0,9.0
CUST-02483,2023-04-14 10:00:00,Two year,Mailed Check,40,119.1,4644.9,2,2,0,39.0,2,3,12.0
CUST-02484,2023-04-14 11:00:00,Month-to-month,Mailed Check,70,90.9,3545.1000000000004,2,8,0,39.0,0,3,5.0
CUST-02485,2023-04-14 12:00:00,Month-to-month,Mailed Check,59,111.08,4332.12,2,2,0,39.0,0,3,15.0
CUST-02486,2023-04-14 13:00:00,Two year,Bank Transfer,52,99.74,3889.86,0,8,1,39.0,2,0,63.0
CUST-02487,2023-04-14 14:00:00,Month-to-month,Mailed Check,48,78.57,3064.23,2,5,1,39.0,0,3,56.0
CUST-02488,2023-04-14 15:00:00,Two year,Electronic Check,70,43.37,1691.4299999999998,2,9,0,39.0,2,2,8.0
CUST-02489,2023-04-14 16:00:00,Month-to-month,Credit Card,52,61.37,2393.43,0,4,0,39.0,0,1,9.0
CUST-02490,2023-04-14 17:00:00,Month-to-month,Bank Transfer,49,82.53,3218.67,1,8,0,39.0,0,0,5.0
CUST-02491,2023-04-14 18:00:00,Month-to-month,Mailed Check,75,108.36,4226.04,0,7,0,39.0,0,3,12.0
CUST-02492,2023-04-14 19:00:00,Month-to-month,Electronic Check,22,54.17,2112.63,0,8,0,39.0,0,2,5.0
CUST-02493,2023-04-14 20:00:00,One year,Credit Card,33,40.9,1595.1,1,5,0,39.0,1,1,4.0
CUST-02494,2023-04-14 21:00:00,Month-to-month,Electronic Check,34,80.29,3131.3100000000004,0,2,0,39.0,0,2,43.0
CUST-02495,2023-04-14 22:00:00,Month-to-month,Mailed Check,49,45.88,1789.3200000000002,4,7,0,39.0,0,3,2.0
CUST-02496,2023-04-14 23:00:00,Month-to-month,Electronic Check,55,84.93,3312.2700000000004,2,3,0,39.0,0,2,1.0
CUST-02497,2023-04-15 00:00:00,Month-to-month,Credit Card,75,53.71,2094.69,0,10,1,39.0,0,1,74.0
CUST-02498,2023-04-15 01:00:00,Two year,Unknown,49,50.78,1980.42,1,10,0,39.0,2,4,12.0
CUST-02499,2023-04-15 02:00:00,Two year,Credit Card,69,65.92,2570.88,2,10,0,39.0,2,1,2.0
CUST-02500,2023-04-15 03:00:00,Month-to-month,Electronic Check,37,83.38,3251.82,4,10,1,39.0,0,2,67.0
CUST-02501,2023-04-15 04:00:00,Two year,Bank Transfer,65,79.07,3083.73,2,2,0,39.0,2,0,9.0
CUST-02502,2023-04-15 05:00:00,One year,Bank Transfer,73,52.02,2028.78,2,3,0,39.0,1,0,13.0
